,p0q0
5550,0.4
5551,0.9
5552,0.5
5553,1.7
5554,1.4
5555,1.1
5556,1.1
5557,1.4
5558,1.3
5559,0.8
5560,0.5
5561,0.6
5562,1.2
5563,0.3
5564,0.6
5565,0.3
5566,1.0
5567,0.7
5568,0.7
5569,0.2
5570,1.0
5571,0.7
5572,0.4
5573,0.6
5574,0.7
5575,0.6
5576,0.6
5577,1.1
5578,0.7
5579,0.5
5580,1.4
5581,1.0
5582,1.8
5583,0.9
5584,0.5
5585,0.1
5586,0.5
5587,0.1
5588,1.2
5589,1.3
5590,1.4
5591,0.4
5592,1.2
5593,1.5
5594,0.7
5595,0.2
5596,1.1
5597,1.1
5598,1.3
5599,0.4
5600,0.1
5601,0.3
5602,0.8
5603,0.5
5604,0.2
5605,1.7
5606,0.3
5607,0.7
5608,0.7
5609,0.7
5610,0.8
5611,1.3
5612,1.2
5613,0.3
5614,0.2
5615,1.6
5616,0.7
5617,0.9
5618,0.5
5619,0.7
5620,0.9
5621,0.4
5622,1.3
5623,1.3
5624,0.3
5625,1.0
5626,0.4
5627,0.8
5628,0.4
5629,0.5
5630,0.9
5631,0.4
5632,0.0
5633,0.1
5634,1.7
5635,1.0
5636,0.4
5637,0.2
5638,1.1
5639,1.4
5640,0.1
5641,0.1
5642,0.3
5643,0.3
5644,0.2
5645,0.4
5646,0.5
5647,0.0
5648,0.4
5649,0.7
5650,0.3
5651,0.3
5652,0.4
5653,0.1
5654,0.6
5655,1.4
5656,0.3
5657,0.1
5658,0.1
5659,0.5
5660,0.0
5661,0.2
5662,0.3
5663,1.8
5664,0.5
5665,0.2
5666,0.9
5667,0.7
5668,0.0
5669,0.4
5670,0.9
5671,0.0
5672,0.0
5673,0.3
5674,0.7
5675,0.3
5676,0.1
5677,0.5
5678,0.4
5679,0.4
5680,0.3
5681,0.3
5682,0.6
5683,1.2
5684,0.0
5685,0.0
5686,1.3
5687,1.8
5688,0.0
5689,0.4
5690,0.6
5691,2.3
5692,0.0
5693,2.5
5694,0.7
5695,1.5
5696,0.0
5697,0.3
5698,0.6
5699,1.5
5700,0.0
5701,0.3
5702,0.8
5703,0.0
5704,0.0
5705,0.4
5706,0.1
5707,0.1
5708,0.9
5709,1.7
5710,0.0
5711,0.2
5712,0.4
5713,1.8
5714,0.0
5715,2.0
5716,0.2
5717,0.6
5718,0.1
5719,0.6
5720,1.9
5721,0.0
5722,1.2
5723,0.3
5724,2.0
5725,0.0
5726,0.6
5727,1.3
5728,1.7
5729,0.0
5730,0.5
5731,0.5
5732,2.3
5733,0.0
5734,0.0
5735,0.4
5736,2.4
5737,0.0
5738,0.6
5739,0.2
5740,1.7
5741,0.0
5742,0.5
5743,0.4
5744,0.5
5745,0.8
5746,0.5
5747,0.5
5748,0.5
5749,0.6
5750,1.2
5751,0.8
5752,0.6
5753,0.6
5754,0.6
5755,0.7
5756,0.6
5757,0.5
5758,0.8
5759,0.9
5760,0.9
5761,1.6
5762,0.3
5763,0.0
5764,0.9
5765,0.0
5766,0.5
5767,0.2
5768,0.6
5769,0.8
5770,0.0
5771,0.5
5772,0.4
5773,0.0
5774,0.4
5775,0.5
5776,0.6
5777,0.0
5778,0.2
5779,1.1
5780,0.0
5781,1.3
5782,0.8
5783,0.0
5784,0.1
5785,0.5
5786,0.2
5787,0.0
5788,0.8
5789,1.1
5790,0.0
5791,1.7
5792,1.0
5793,0.0
5794,0.0
5795,0.5
5796,0.7
5797,0.0
5798,0.2
5799,0.3
5800,0.4
5801,0.2
5802,0.6
5803,0.3
5804,0.3
5805,0.6
5806,1.0
5807,0.0
5808,0.2
5809,0.5
5810,0.8
5811,0.1
5812,0.0
5813,0.0
5814,0.0
5815,0.1
5816,0.0
5817,0.0
5818,0.0
5819,0.4
5820,0.0
5821,0.0
5822,0.2
5823,0.2
5824,0.0
5825,0.0
5826,0.0
5827,0.3
5828,0.0
5829,0.3
5830,0.2
5831,0.5
5832,0.0
5833,0.0
5834,0.1
5835,0.2
5836,0.0
5837,0.0
5838,0.2
5839,0.0
5840,0.1
5841,0.3
5842,0.2
5843,0.2
5844,0.1
5845,0.2
5846,0.0
5847,0.3
5848,0.6
5849,0.5
5850,1.0
5851,0.0
5852,0.4
5853,0.1
5854,0.2
5855,0.8
5856,0.5
5857,0.2
5858,0.5
5859,0.4
5860,1.5
5861,0.2
5862,0.8
5863,0.7
5864,0.2
5865,0.1
5866,0.2
5867,0.6
5868,1.2
5869,0.0
5870,0.6
5871,0.3
5872,0.7
5873,0.1
5874,0.5
5875,0.5
5876,0.9
5877,0.2
5878,0.5
5879,0.1
5880,0.4
5881,0.5
5882,0.3
5883,0.4
5884,0.7
5885,0.2
5886,0.4
5887,0.7
5888,0.5
5889,0.0
5890,0.6
5891,0.5
5892,0.0
5893,0.4
5894,0.2
5895,2.3
5896,0.0
5897,0.0
5898,0.0
5899,0.3
5900,0.0
5901,0.0
5902,0.1
5903,0.0
5904,0.0
5905,0.0
5906,0.0
5907,0.1
5908,0.6
5909,0.3
5910,0.3
5911,0.3
5912,0.2
5913,0.7
5914,0.3
5915,0.4
5916,0.3
5917,0.6
5918,0.5
5919,0.8
5920,0.2
5921,0.3
5922,0.5
5923,0.2
5924,0.3
5925,0.2
5926,0.5
5927,0.5
5928,0.2
5929,0.4
5930,0.2
5931,0.1
5932,0.4
5933,1.2
5934,0.2
5935,0.2
5936,0.0
5937,0.0
5938,0.1
5939,1.4
5940,0.4
5941,0.5
5942,0.4
5943,0.3
5944,1.2
5945,0.4
5946,0.4
5947,0.8
5948,0.5
5949,0.2
5950,0.3
5951,0.2
5952,0.0
5953,0.9
5954,0.2
5955,0.1
5956,0.8
5957,0.1
5958,0.1
5959,0.9
5960,0.5
5961,0.1
5962,0.0
5963,0.1
5964,1.4
5965,0.7
5966,0.1
5967,1.7
5968,0.2
5969,0.1
5970,0.6
5971,0.6
5972,0.1
5973,0.8
5974,0.1
5975,0.0
5976,0.7
5977,0.0
5978,0.0
5979,1.2
5980,0.0
5981,1.3
5982,0.6
5983,0.2
5984,0.6
5985,0.0
5986,0.0
5987,1.2
5988,0.2
5989,0.2
5990,0.1
5991,0.3
5992,0.0
5993,0.3
5994,0.4
5995,0.2
5996,0.6
5997,0.2
5998,0.5
5999,0.3
6000,1.2
6001,0.8
6002,0.6
6003,0.3
6004,0.4
6005,1.0
6006,0.4
6007,0.9
6008,1.1
6009,1.5
6010,0.2
6011,0.8
6012,1.1
6013,0.2
6014,0.5
6015,0.3
6016,0.1
6017,0.6
6018,0.6
6019,0.3
6020,0.7
6021,0.5
6022,0.3
6023,1.2
6024,0.2
6025,0.4
6026,0.5
6027,0.4
6028,0.6
6029,0.7
6030,0.6
6031,1.3
6032,0.4
6033,0.3
6034,0.2
6035,0.0
6036,0.0
6037,0.4
6038,0.2
6039,0.2
6040,0.3
6041,0.3
6042,0.7
6043,0.5
6044,0.2
6045,0.4
6046,0.6
6047,0.0
6048,0.4
6049,0.7
6050,0.1
6051,0.0
6052,0.1
6053,0.7
6054,0.4
6055,0.4
6056,0.6
6057,0.2
6058,0.1
6059,0.5
6060,0.0
6061,0.4
6062,0.7
6063,0.1
6064,0.2
6065,0.5
6066,0.2
6067,0.5
6068,0.6
6069,0.6
6070,0.3
6071,0.7
6072,0.9
6073,1.3
6074,0.6
6075,0.4
6076,0.2
6077,0.9
6078,0.4
6079,0.6
6080,0.3
6081,0.4
6082,0.5
6083,0.5
6084,0.5
6085,0.2
6086,0.4
6087,0.5
6088,0.5
6089,0.1
6090,0.4
6091,1.0
6092,0.2
6093,0.6
6094,0.2
6095,0.2
6096,1.9
6097,1.3
6098,1.9
6099,0.0
6100,0.3
6101,0.2
6102,1.9
6103,0.0
6104,0.7
6105,0.5
6106,0.8
6107,0.0
6108,0.2
6109,0.4
6110,1.5
6111,0.0
6112,0.4
6113,1.0
6114,0.8
6115,0.0
6116,1.1
6117,0.8
6118,0.9
6119,0.0
6120,0.6
6121,1.2
6122,0.0
6123,0.2
6124,1.4
6125,0.5
6126,0.9
6127,1.3
6128,0.0
6129,0.2
6130,0.9
6131,2.0
6132,0.0
6133,0.2
6134,0.4
6135,1.8
6136,0.0
6137,0.3
6138,0.0
6139,1.3
6140,0.3
6141,0.0
6142,0.2
6143,0.1
6144,1.1
6145,0.1
6146,0.7
6147,0.8
6148,0.7
6149,0.5
6150,0.9
6151,0.8
6152,0.5
6153,0.5
6154,1.1
6155,0.3
6156,1.1
6157,0.2
6158,0.7
6159,1.0
6160,1.1
6161,0.9
6162,0.7
6163,0.8
6164,0.4
6165,0.5
6166,1.2
6167,0.5
6168,1.5
6169,0.3
6170,0.7
6171,0.9
6172,0.3
6173,0.3
6174,0.6
6175,0.1
6176,0.9
6177,0.4
6178,0.0
6179,0.3
6180,1.5
6181,0.5
6182,0.9
6183,0.6
6184,0.1
6185,0.2
6186,0.6
6187,0.4
6188,0.4
6189,0.6
6190,0.1
6191,0.1
6192,1.0
6193,0.4
6194,0.1
6195,0.4
6196,0.7
6197,0.9
6198,0.2
6199,0.0
6200,0.6
6201,0.3
6202,0.0
6203,0.3
6204,0.0
6205,1.6
6206,0.2
6207,0.0
6208,0.5
6209,0.3
6210,0.0
6211,0.4
6212,1.4
6213,0.0
6214,0.0
6215,0.4
6216,0.3
6217,0.3
6218,0.4
6219,0.2
6220,0.4
6221,0.3
6222,0.2
6223,0.3
6224,0.4
6225,0.2
6226,0.5
6227,0.4
6228,0.0
6229,0.6
6230,0.9
6231,0.6
6232,0.9
6233,0.2
6234,0.0
6235,0.4
6236,0.3
6237,0.6
6238,0.1
6239,0.2
6240,0.3
6241,0.4
6242,0.4
6243,0.1
6244,0.1
6245,0.2
6246,0.5
6247,0.4
6248,0.6
6249,0.0
6250,0.2
6251,0.7
6252,0.7
6253,0.0
6254,0.6
6255,0.4
6256,0.6
6257,0.0
6258,0.7
6259,0.2
6260,0.6
6261,0.7
6262,0.2
6263,0.1
6264,0.6
6265,0.2
6266,0.5
6267,0.3
6268,0.1
6269,0.1
6270,0.7
6271,0.7
6272,0.2
6273,0.7
6274,0.6
6275,0.1
6276,0.4
6277,0.2
6278,0.2
6279,0.1
6280,0.4
6281,0.0
6282,0.4
6283,0.0
6284,0.2
6285,0.6
6286,0.4
6287,0.9
6288,0.4
6289,0.1
6290,0.3
6291,0.0
6292,0.1
6293,0.3
6294,0.7
6295,0.1
6296,0.8
6297,0.0
6298,0.0
6299,0.0
6300,0.2
6301,0.0
6302,0.2
6303,0.0
6304,0.2
6305,0.0
6306,0.1
6307,0.0
6308,0.2
6309,0.3
6310,0.0
6311,0.7
6312,0.0
6313,0.0
6314,0.1
6315,0.1
6316,0.0
6317,0.0
6318,0.1
6319,0.2
6320,0.0
6321,0.0
6322,0.0
6323,0.5
6324,0.0
6325,0.0
6326,0.1
6327,0.2
6328,0.0
6329,0.0
6330,0.0
6331,0.2
6332,0.3
6333,0.1
6334,0.2
6335,0.5
6336,0.4
6337,0.3
6338,0.0
6339,0.5
6340,0.2
6341,0.4
6342,0.2
6343,0.4
6344,0.5
6345,0.1
6346,0.0
6347,0.7
6348,0.0
6349,0.1
6350,0.0
6351,0.5
6352,0.0
6353,0.0
6354,0.0
6355,0.1
6356,0.0
6357,0.4
6358,0.0
6359,0.3
6360,0.0
6361,0.0
6362,0.1
6363,0.3
6364,0.0
6365,0.2
6366,0.1
6367,0.2
6368,0.0
6369,0.2
6370,0.0
6371,0.0
6372,0.3
6373,0.5
6374,0.0
6375,0.4
6376,0.1
6377,0.2
6378,0.0
6379,0.5
6380,0.9
6381,0.5
6382,1.0
6383,0.4
6384,0.3
6385,0.5
6386,0.0
6387,0.0
6388,0.0
6389,0.0
6390,0.0
6391,0.6
6392,1.2
6393,0.0
6394,0.1
6395,0.2
6396,0.4
6397,0.0
6398,0.1
6399,0.3
6400,0.0
6401,0.0
6402,0.5
6403,0.0
6404,0.0
6405,1.1
6406,0.0
6407,0.2
6408,1.1
6409,0.0
6410,0.0
6411,0.6
6412,0.0
6413,0.0
6414,1.2
6415,0.0
6416,0.1
6417,1.3
6418,0.1
6419,0.3
6420,0.5
6421,0.8
6422,0.2
6423,1.1
6424,0.2
6425,0.5
6426,0.0
6427,0.4
6428,0.2
6429,0.3
6430,0.0
6431,0.6
6432,0.2
6433,0.5
6434,0.0
6435,0.4
6436,0.4
6437,0.3
6438,0.0
6439,0.7
6440,0.0
6441,0.3
6442,0.0
6443,0.5
6444,0.6
6445,0.3
6446,0.0
6447,0.4
6448,0.4
6449,0.6
6450,0.2
6451,0.5
6452,0.0
6453,0.6
6454,0.1
6455,0.5
6456,0.1
6457,0.5
6458,0.2
6459,2.0
6460,0.8
6461,0.0
6462,0.4
6463,0.0
6464,0.3
6465,0.0
6466,1.7
6467,0.1
6468,0.5
6469,0.0
6470,0.5
6471,0.8
6472,0.2
6473,0.4
6474,0.2
6475,0.6
6476,0.2
6477,1.0
6478,0.4
6479,0.2
6480,0.8
6481,0.8
6482,0.8
6483,0.6
6484,0.3
6485,0.7
6486,0.7
6487,0.7
6488,0.3
6489,0.1
6490,0.1
6491,0.4
6492,0.0
6493,0.5
6494,0.2
6495,0.0
6496,0.2
6497,0.4
6498,0.4
6499,0.0
6500,0.2
6501,0.3
6502,0.2
6503,0.0
6504,0.5
6505,0.5
6506,0.7
6507,0.0
6508,0.5
6509,0.3
6510,0.4
6511,0.0
6512,0.2
6513,0.3
6514,0.2
6515,0.2
6516,0.4
6517,0.2
6518,0.5
6519,0.0
6520,1.0
6521,0.4
6522,0.2
6523,0.6
6524,0.4
6525,0.9
6526,0.2
6527,0.1
6528,0.2
6529,0.7
6530,0.0
6531,0.3
6532,0.7
6533,0.1
6534,0.2
6535,0.4
6536,0.7
6537,0.1
6538,0.6
6539,0.4
6540,0.3
6541,0.6
6542,0.0
6543,0.3
6544,0.1
6545,0.3
6546,0.7
6547,0.3
6548,0.6
6549,0.3
6550,0.2
6551,1.3
6552,0.2
6553,0.2
6554,0.4
6555,0.3
6556,0.2
6557,1.5
6558,0.4
6559,0.3
6560,0.1
6561,0.6
6562,0.1
6563,0.4
6564,0.8
6565,0.3
6566,0.4
6567,0.3
6568,0.1
6569,0.1
6570,0.2
6571,0.0
6572,0.9
6573,0.9
6574,0.2
6575,1.0
6576,0.1
6577,0.2
6578,0.7
6579,0.0
6580,0.1
6581,1.1
6582,0.0
6583,0.2
6584,0.8
6585,0.0
6586,0.2
6587,0.4
6588,0.4
6589,0.2
6590,0.2
6591,0.1
6592,0.2
6593,1.0
6594,0.3
6595,0.2
6596,1.5
6597,0.1
6598,0.2
6599,0.7
6600,0.1
6601,0.0
6602,0.6
6603,0.2
6604,0.5
6605,0.0
6606,0.8
6607,0.0
6608,0.3
6609,0.3
6610,1.1
6611,0.4
6612,0.1
6613,0.2
6614,1.0
6615,0.6
6616,0.3
6617,0.6
6618,0.4
6619,0.2
6620,0.2
6621,0.2
6622,0.8
6623,0.3
6624,0.3
6625,0.8
6626,0.1
6627,0.3
6628,0.8
6629,0.0
6630,0.7
6631,0.3
6632,0.2
6633,0.4
6634,1.0
6635,0.8
6636,0.6
6637,0.2
6638,1.3
6639,0.4
6640,0.2
6641,0.2
6642,0.3
6643,0.5
6644,0.2
6645,1.6
6646,0.5
6647,0.7
6648,1.0
6649,0.0
6650,0.4
6651,1.1
6652,0.0
6653,0.1
6654,1.2
6655,0.2
6656,0.3
6657,0.2
6658,0.2
6659,0.5
6660,0.4
6661,0.6
6662,0.0
6663,0.7
6664,0.0
6665,0.3
6666,0.7
6667,0.9
6668,0.9
6669,1.0
6670,0.6
6671,0.9
6672,0.3
6673,0.5
6674,0.3
6675,0.5
6676,0.1
6677,0.3
6678,0.1
6679,0.6
6680,1.4
6681,1.3
6682,0.6
6683,0.7
6684,1.4
6685,0.7
6686,0.3
6687,0.2
6688,0.7
6689,0.6
6690,0.4
6691,0.7
6692,1.3
6693,1.1
6694,0.4
6695,0.4
6696,1.3
6697,1.5
6698,0.3
6699,0.3
6700,1.4
6701,1.5
6702,0.5
6703,0.8
6704,1.3
6705,0.8
6706,0.6
6707,0.8
6708,0.5
6709,0.3
6710,0.7
6711,1.2
6712,0.6
6713,0.8
6714,0.9
6715,0.3
6716,0.3
6717,0.6
6718,0.8
6719,0.7
6720,0.8
6721,0.6
6722,1.1
6723,0.5
6724,0.7
6725,0.7
6726,1.4
6727,0.7
6728,0.5
6729,1.5
6730,1.1
6731,0.5
6732,0.3
6733,0.0
6734,0.3
6735,0.3
6736,0.2
6737,1.1
6738,0.6
6739,0.7
6740,0.3
6741,1.3
6742,1.2
6743,0.6
6744,0.3
6745,1.5
6746,0.8
6747,0.3
6748,0.4
6749,0.1
6750,0.7
6751,0.7
6752,0.9
6753,0.5
6754,1.5
6755,0.7
6756,0.6
6757,0.6
6758,0.7
6759,0.8
6760,0.7
6761,0.8
6762,0.5
6763,0.2
6764,0.7
6765,0.7
6766,1.0
6767,1.0
6768,0.8
6769,0.2
6770,0.6
6771,0.4
6772,0.1
6773,0.6
6774,0.0
6775,0.1
6776,1.0
6777,1.7
6778,1.0
6779,0.1
6780,0.1
6781,0.9
6782,0.5
6783,0.2
6784,1.1
6785,0.5
6786,0.1
6787,0.2
6788,0.5
6789,0.7
6790,0.1
6791,0.0
6792,1.2
6793,1.3
6794,0.8
6795,0.3
6796,0.8
6797,0.6
6798,0.2
6799,0.5
6800,0.9
6801,0.3
6802,0.4
6803,0.1
6804,0.4
6805,0.6
6806,1.0
6807,0.4
6808,0.1
6809,0.7
6810,0.7
6811,1.1
6812,1.2
6813,0.1
6814,0.4
6815,1.3
6816,1.1
6817,0.8
6818,1.1
6819,0.5
6820,0.2
6821,0.4
6822,0.7
6823,0.5
6824,0.2
6825,0.9
6826,1.4
6827,0.4
6828,0.0
6829,0.6
6830,0.9
6831,0.1
6832,0.2
6833,0.6
6834,0.1
6835,0.3
6836,1.1
6837,0.5
6838,0.2
6839,0.3
6840,0.2
6841,0.9
6842,0.4
6843,0.3
6844,0.4
6845,0.4
6846,1.6
6847,0.0
6848,0.4
6849,0.7
6850,0.5
6851,0.7
6852,0.3
6853,0.9
6854,1.3
6855,0.5
6856,0.4
6857,1.2
6858,0.0
6859,0.6
6860,0.7
6861,1.1
6862,0.0
6863,1.1
6864,1.9
6865,0.0
6866,0.6
6867,1.9
6868,0.0
6869,0.5
6870,0.0
6871,0.7
6872,0.8
6873,2.1
6874,0.0
6875,0.0
6876,1.0
6877,0.6
6878,0.0
6879,0.1
6880,0.7
6881,1.3
6882,0.0
6883,0.1
6884,0.5
6885,1.0
6886,0.0
6887,0.5
6888,0.5
6889,1.6
6890,0.0
6891,0.6
6892,0.5
6893,1.3
6894,0.0
6895,0.6
6896,1.8
6897,1.5
6898,0.1
6899,0.1
6900,0.6
6901,1.1
6902,0.1
6903,0.4
6904,0.6
6905,0.8
6906,0.0
6907,0.2
6908,0.6
6909,1.1
6910,0.0
6911,1.2
6912,0.7
6913,0.0
6914,0.8
6915,0.6
6916,0.1
6917,0.1
6918,0.5
6919,0.2
6920,0.2
6921,0.5
6922,0.1
6923,0.7
6924,0.4
6925,0.3
6926,0.4
6927,0.9
6928,0.4
6929,0.6
6930,0.5
6931,0.4
6932,0.9
6933,0.6
6934,0.1
6935,0.7
6936,1.0
6937,0.4
6938,0.4
6939,0.5
6940,0.1
6941,0.2
6942,0.8
6943,0.9
6944,0.0
6945,0.7
6946,0.0
6947,0.6
6948,0.0
6949,0.1
6950,0.0
6951,0.5
6952,0.6
6953,0.0
6954,1.2
6955,0.3
6956,0.0
6957,0.6
6958,0.6
6959,0.1
6960,1.3
6961,0.1
6962,1.0
6963,1.1
6964,0.0
6965,0.9
6966,0.4
6967,0.0
6968,0.2
6969,0.7
6970,0.9
6971,0.0
6972,1.0
6973,0.7
6974,0.2
6975,0.9
6976,0.2
6977,0.0
6978,0.8
6979,1.1
6980,0.3
6981,0.9
6982,0.2
6983,0.0
6984,0.1
6985,0.4
6986,0.5
6987,0.0
6988,0.4
6989,0.3
6990,0.0
6991,0.6
6992,0.5
6993,0.0
6994,0.0
6995,0.4
6996,0.6
6997,0.0
6998,0.9
6999,0.6
7000,0.2
7001,0.1
7002,0.4
7003,0.0
7004,0.3
7005,0.7
7006,0.2
7007,0.7
7008,0.6
7009,0.5
7010,0.9
7011,0.4
7012,0.2
7013,0.0
7014,0.4
7015,0.2
7016,0.6
7017,0.3
7018,0.8
7019,0.0
7020,0.0
7021,0.0
7022,0.2
7023,0.0
7024,0.3
7025,0.0
7026,0.3
7027,0.0
7028,0.0
7029,0.0
7030,0.3
7031,0.0
7032,0.0
7033,0.2
7034,0.2
7035,0.0
7036,0.1
7037,0.0
7038,0.1
7039,0.0
7040,0.0
7041,0.0
7042,0.3
7043,0.2
7044,0.3
7045,0.0
7046,0.2
7047,0.0
7048,0.0
7049,0.0
7050,0.2
7051,0.0
7052,0.0
7053,0.0
7054,0.1
7055,0.0
7056,0.4
7057,0.2
7058,0.2
7059,0.5
7060,0.0
7061,0.5
7062,0.2
7063,0.2
7064,0.4
7065,0.2
7066,0.0
7067,0.1
7068,0.1
7069,0.2
7070,0.8
7071,0.3
7072,0.0
7073,0.8
7074,0.2
7075,0.6
7076,0.0
7077,0.2
7078,0.4
7079,0.7
7080,0.2
7081,0.4
7082,0.2
7083,0.9
7084,0.1
7085,2.0
7086,0.1
7087,0.8
7088,0.1
7089,0.1
7090,0.8
7091,1.1
7092,0.1
7093,1.4
7094,0.7
7095,0.4
7096,0.2
7097,0.3
7098,0.8
7099,0.7
7100,1.1
7101,0.7
7102,0.0
7103,0.0
7104,0.0
7105,0.0
7106,0.5
7107,0.0
7108,0.0
7109,0.0
7110,0.1
7111,0.0
7112,0.0
7113,0.1
7114,0.2
7115,0.1
7116,0.0
7117,0.2
7118,0.0
7119,0.4
7120,0.3
7121,0.2
7122,0.4
7123,0.0
7124,0.3
7125,0.3
7126,0.5
7127,0.0
7128,0.4
7129,0.1
7130,0.7
7131,0.4
7132,0.7
7133,0.1
7134,0.5
7135,0.4
7136,0.2
7137,0.5
7138,0.1
7139,0.4
7140,0.1
7141,0.2
7142,0.1
7143,1.0
7144,0.2
7145,0.1
7146,0.6
7147,0.3
7148,0.2
7149,0.1
7150,0.6
7151,0.2
7152,0.8
7153,0.4
7154,0.2
7155,1.2
7156,0.2
7157,0.1
7158,0.0
7159,0.3
7160,0.0
7161,0.2
7162,0.3
7163,0.2
7164,0.8
7165,0.0
7166,0.5
7167,1.0
7168,1.2
7169,0.1
7170,0.9
7171,0.4
7172,0.1
7173,1.4
7174,0.0
7175,0.3
7176,1.3
7177,0.9
7178,0.0
7179,0.4
7180,0.5
7181,0.5
7182,0.0
7183,0.0
7184,0.2
7185,0.5
7186,0.2
7187,0.4
7188,0.5
7189,1.1
7190,0.0
7191,0.1
7192,1.0
7193,0.8
7194,0.4
7195,0.3
7196,0.8
7197,0.6
7198,0.5
7199,0.6
7200,0.1
7201,0.6
7202,1.4
7203,1.8
7204,1.2
7205,0.9
7206,1.3
7207,0.7
7208,0.2
7209,0.6
7210,0.4
7211,0.8
7212,0.7
7213,0.4
7214,0.7
7215,0.5
7216,1.2
7217,0.1
7218,1.0
7219,0.6
7220,0.8
7221,0.1
7222,0.3
7223,1.6
7224,0.5
7225,0.3
7226,0.5
7227,1.1
7228,0.4
7229,0.6
7230,0.5
7231,0.9
7232,0.5
7233,0.8
7234,0.0
7235,0.0
7236,0.0
7237,0.7
7238,1.0
7239,0.0
7240,0.0
7241,0.4
7242,0.0
7243,0.1
7244,0.0
7245,0.4
7246,1.2
7247,0.0
7248,0.1
7249,0.3
7250,0.9
7251,0.7
7252,1.0
7253,0.4
7254,0.5
7255,0.2
7256,0.6
7257,0.3
7258,0.7
7259,0.8
7260,0.7
7261,1.4
7262,0.5
7263,0.1
7264,1.1
7265,0.3
7266,0.9
7267,0.3
7268,1.2
7269,0.4
7270,1.0
7271,0.3
7272,1.4
7273,0.4
7274,0.4
7275,0.4
7276,0.4
7277,0.4
7278,0.6
7279,0.4
7280,0.5
7281,0.9
7282,0.8
7283,0.7
7284,0.6
7285,0.2
7286,0.4
7287,0.8
7288,0.3
7289,0.6
7290,1.3
7291,0.2
7292,0.2
7293,0.7
7294,1.1
7295,0.0
7296,0.2
7297,0.9
7298,0.7
7299,0.0
7300,0.2
7301,0.1
7302,1.3
7303,0.0
7304,0.1
7305,1.0
7306,1.5
7307,0.0
7308,0.5
7309,1.3
7310,0.6
7311,0.0
7312,0.4
7313,1.8
7314,0.0
7315,0.3
7316,0.6
7317,0.9
7318,0.0
7319,0.1
7320,0.7
7321,0.5
7322,0.3
7323,0.4
7324,0.7
7325,0.6
7326,0.0
7327,0.1
7328,1.5
7329,1.7
7330,0.0
7331,0.0
7332,0.9
7333,1.4
7334,0.0
7335,0.7
7336,0.4
7337,0.0
7338,0.4
7339,0.1
7340,0.2
7341,0.8
7342,0.7
7343,1.1
7344,0.3
7345,0.5
7346,0.2
7347,0.8
7348,0.3
7349,0.3
7350,0.2
7351,0.3
7352,0.3
7353,1.3
7354,0.1
7355,0.6
7356,0.5
7357,0.9
7358,0.4
7359,0.9
7360,0.8
7361,0.8
7362,0.5
7363,0.9
7364,0.8
7365,0.7
7366,1.0
7367,0.6
7368,0.7
7369,0.5
7370,0.1
7371,0.6
7372,1.0
7373,0.3
7374,0.0
7375,0.5
7376,0.3
7377,0.8
7378,0.2
7379,0.5
7380,0.4
7381,0.2
7382,0.1
7383,1.1
7384,0.2
7385,1.8
7386,0.7
7387,0.3
7388,0.1
7389,0.7
7390,0.4
7391,0.2
7392,0.1
7393,0.8
7394,0.7
7395,0.2
7396,0.0
7397,0.0
7398,0.1
7399,0.0
7400,0.0
7401,0.2
7402,0.7
7403,0.5
7404,0.5
7405,0.6
7406,0.0
7407,0.3
7408,0.5
7409,1.5
7410,0.5
7411,0.2
7412,0.0
7413,0.0
7414,0.4
7415,0.1
7416,0.1
7417,0.0
7418,0.3
7419,0.0
7420,0.4
7421,0.2
7422,0.1
7423,0.0
7424,0.0
7425,0.4
7426,0.5
7427,0.1
7428,0.1
7429,0.4
7430,0.2
7431,0.2
7432,1.2
7433,0.4
7434,0.0
7435,0.3
7436,0.3
7437,0.3
7438,0.4
7439,0.3
7440,0.1
7441,0.1
7442,0.7
7443,0.9
7444,0.1
7445,0.9
7446,0.1
7447,0.3
7448,0.1
7449,0.6
7450,0.3
7451,0.3
7452,0.2
7453,0.4
7454,0.3
7455,0.0
7456,0.5
7457,0.8
7458,0.2
7459,0.6
7460,0.4
7461,0.4
7462,0.0
7463,0.5
7464,0.3
7465,0.4
7466,0.5
7467,0.1
7468,0.3
7469,0.7
7470,0.6
7471,0.1
7472,1.0
7473,0.3
7474,0.2
7475,0.4
7476,0.2
7477,1.0
7478,0.6
7479,0.7
7480,0.0
7481,0.0
7482,0.0
7483,0.2
7484,0.0
7485,0.0
7486,0.0
7487,0.3
7488,0.0
7489,0.0
7490,0.3
7491,0.0
7492,0.0
7493,0.4
7494,0.0
7495,0.1
7496,0.0
7497,0.2
7498,0.0
7499,0.3
7500,0.0
7501,0.0
7502,0.0
7503,0.5
7504,0.0
7505,0.2
7506,0.1
7507,0.4
7508,0.0
7509,0.0
7510,0.0
7511,0.1
7512,1.2
7513,0.9
7514,0.0
7515,0.8
7516,0.1
7517,0.7
7518,0.0
7519,0.5
7520,0.0
7521,0.0
7522,0.3
7523,0.4
7524,0.4
7525,0.6
7526,0.2
7527,0.3
7528,0.0
7529,0.0
7530,0.1
7531,0.0
7532,0.1
7533,0.0
7534,0.0
7535,0.0
7536,0.1
7537,0.0
7538,0.1
7539,0.2
7540,0.0
7541,0.0
7542,0.2
7543,0.5
7544,0.4
7545,0.1
7546,0.6
7547,0.0
7548,0.3
